TABLE_NAME;PARSER_DATE;DATA_DATE;LOADER_DATE;LOADER_STATE;LOAD_DATE;LOADER_DATA_COUNT;LOADER_COUNT;HOURLY_STATE;SYSTEM_ID;DTYPE;DAILY_STATE;ORG_TABLE
CELLSTS_4G_ILCE;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:41;2;07.12.2025 13:42;0;1;1;21;10;0;CELLSTS_4G
CELLSTS_4G_MAHALLE;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:42;2;07.12.2025 13:42;0;1;1;21;11;0;CELLSTS_4G
CELLSTS_4G_MAIN_REGION;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:41;2;07.12.2025 13:41;0;1;1;21;4;0;CELLSTS_4G
CELLSTS_4G_NFBAND;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:42;2;07.12.2025 13:45;0;1;1;21;12;0;CELLSTS_4G
CELLSTS_4G_NW;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:40;2;07.12.2025 13:41;0;1;1;21;3;0;CELLSTS_4G
CELLSTS_4G_RBAND;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:41;2;07.12.2025 13:41;0;1;1;21;8;0;CELLSTS_4G
CELLSTS_4G_SRCITY;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:45;2;07.12.2025 13:45;0;1;1;21;13;0;CELLSTS_4G
CELLSTS_4G_SUB_REGION;07.12.2025 13:29;07.12.2025 12:00;07.12.2025 13:41;2;07.12.2025 13:41;0;1;1;21;5;0;CELLSTS_4G
CELLSTS_4G;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:32;2;07.12.2025 14:41;0;1;1;21;1;0;CELLSTS_4G
CELLSTS_4G_CBAND;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:43;2;07.12.2025 14:43;0;1;1;21;9;0;CELLSTS_4G
CELLSTS_4G_CITY;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:42;2;07.12.2025 14:42;0;1;1;21;6;0;CELLSTS_4G
CELLSTS_4G_DFBAND;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:47;2;07.12.2025 14:55;0;1;0;21;14;0;CELLSTS_4G
CELLSTS_4G_ENODEB;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:41;2;07.12.2025 14:42;0;1;1;21;2;0;CELLSTS_4G
CELLSTS_4G_FBAND;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:42;2;07.12.2025 14:43;0;1;1;21;7;0;CELLSTS_4G
CELLSTS_4G_ILCE;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:43;2;07.12.2025 14:43;0;1;1;21;10;0;CELLSTS_4G
CELLSTS_4G_MAHALLE;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:43;2;07.12.2025 14:44;0;1;1;21;11;0;CELLSTS_4G
CELLSTS_4G_MAIN_REGION;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:42;2;07.12.2025 14:42;0;1;1;21;4;0;CELLSTS_4G
CELLSTS_4G_NFBAND;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:44;2;07.12.2025 14:46;0;1;1;21;12;0;CELLSTS_4G
CELLSTS_4G_NW;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:42;2;07.12.2025 14:42;0;1;1;21;3;0;CELLSTS_4G
CELLSTS_4G_RBAND;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:43;2;07.12.2025 14:43;0;1;1;21;8;0;CELLSTS_4G
CELLSTS_4G_SRCITY;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:46;2;07.12.2025 14:47;0;1;1;21;13;0;CELLSTS_4G
CELLSTS_4G_SUB_REGION;07.12.2025 14:28;07.12.2025 13:00;07.12.2025 14:42;2;07.12.2025 14:42;0;1;1;21;5;0;CELLSTS_4G
CELLSTS_4G;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:33;2;07.12.2025 15:42;0;1;0;21;1;0;CELLSTS_4G
CELLSTS_4G_CBAND;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:44;2;07.12.2025 15:44;0;1;0;21;9;0;CELLSTS_4G
CELLSTS_4G_CITY;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:43;0;1;0;21;6;0;CELLSTS_4G
CELLSTS_4G_DFBAND;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:48;1;NULL;0;1;0;21;14;0;CELLSTS_4G
CELLSTS_4G_ENODEB;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:42;2;07.12.2025 15:43;0;1;0;21;2;0;CELLSTS_4G
CELLSTS_4G_FBAND;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:43;0;1;0;21;7;0;CELLSTS_4G
CELLSTS_4G_ILCE;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:44;2;07.12.2025 15:44;0;1;0;21;10;0;CELLSTS_4G
CELLSTS_4G_MAHALLE;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:44;2;07.12.2025 15:45;0;1;0;21;11;0;CELLSTS_4G
CELLSTS_4G_MAIN_REGION;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:43;0;1;0;21;4;0;CELLSTS_4G
CELLSTS_4G_NFBAND;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:45;2;07.12.2025 15:48;0;1;0;21;12;0;CELLSTS_4G
CELLSTS_4G_NW;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:43;0;1;0;21;3;0;CELLSTS_4G
CELLSTS_4G_RBAND;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:44;0;1;0;21;8;0;CELLSTS_4G
CELLSTS_4G_SRCITY;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:48;2;07.12.2025 15:48;0;1;0;21;13;0;CELLSTS_4G
CELLSTS_4G_SUB_REGION;07.12.2025 15:29;07.12.2025 14:00;07.12.2025 15:43;2;07.12.2025 15:43;0;1;0;21;5;0;CELLSTS_4G
