TABLE_NAME;LOCAL_FIELD;REMOTE_FIELD;DATA_TYPE;FIELD_LENGTH;ACTIVE;FIELD_DEFINITION;VENDOR_ID;UNIT;TYPE_AGGREGATE;DATE_AGGREGATE
CELLSTS_4G;L_RRC_SET_FAIL_REJ_OTHER;C1526732920;NUMBER;12;1;L.RRC.SetupFail.Rej.Other;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_SET_FAIL_RES_FAIL_OTHER;C1526732921;NUMBER;12;1;L.RRC.SetupFail.ResFail.Other;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_SUCC_EST_QCI_5;C1526726677;NUMBER;12;1;L.E-RAB.SuccEst.QCI.5;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_SUCC_EST_QCI_9;C1526726685;NUMBER;12;1;L.E-RAB.SuccEst.QCI.9;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORM_REL_QCI_5;C1526726694;NUMBER;12;1;L.E-RAB.AbnormRel.QCI.5;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORM_REL_QCI_9;C1526726702;NUMBER;12;1;L.E-RAB.AbnormRel.QCI.9 ;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_RE_EST_HO_FAIL_ATT;C1526727090;NUMBER;12;1;L.RRC.ReEst.HoFail.Att;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONN_REQ_ATT;C1526726658;NUMBER;12;1;L.RRC.ConnReq.Att;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONN_REQ_ATT_MO_SIG;C1526728220;NUMBER;12;1;L.RRC.ConnReq.Att.MoSig;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONN_REQ_ATT_DELAY_TOL;C1526728357;NUMBER;12;1;L.RRC.ConnReq.Att.DelayTol;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_RE_EST_HO_FAIL_SUCC;C1526727091;NUMBER;12;1;L.RRC.ReEst.HoFail.Succ;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_RE_EST_HO_FAIL_REJ;C1526727092;NUMBER;12;1;L.RRC.ReEst.HoFail.Rej;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORM_REL_HO_FAIL;C1526728291;NUMBER;12;1;L.E-RAB.AbnormRel.HOFailure;6;NULL;SUM;SUM
CELLSTS_4G;CITY_ID;CITY_ID;NUMBER;12;1;NULL;6;NULL;NULL;NULL
CELLSTS_4G;MAIN_REGION_ID;MAIN_REGION_ID;NUMBER;12;1;NULL;6;NULL;NULL;NULL
CELLSTS_4G;SUB_REGION_ID;SUB_REGION_ID;NUMBER;12;1;NULL;6;NULL;NULL;NULL
CELLSTS_4G;RAB_FAIL_EST_RADIO_UL_THRPLIC;C1526729954;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULThrpLic;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_PUCCH_VOIP;C1526729965;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.PUCCH.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_UL_SAT_PTT;C1526736857;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULSatis.PTT;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_OTHER_VOIP;C1526732929;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.Other.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_DL_THRPLIC_VOIP;C1526729966;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.DLThrpLic.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_UL_THRPLIC_VOIP;C1526729967;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULThrpLic.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_DL_RES_VOIP;C1526729970;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.DLRes.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_UL_RES_VOIP;C1526729971;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.ULRes.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_CONFLICT_HOFAIL;C1526732726;NUMBER;NULL;1;L.E-RAB.FailEst.Conflict.Hofail;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_SRB_RESET_VOIP;C1526729963;NUMBER;NULL;1;L.E-RAB.FailEst.SRBReset.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_SRS_VOIP;C1526729964;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.SRS.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL_ABNORM_REL;C1526730831;NUMBER;NULL;1;L.E-RAB.FailEst.RNL.eNodeB.AbnormRel;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL_OTHER_VOIP;C1526732925;NUMBER;NULL;1;L.E-RAB.FailEst.RNL.Other.VoIP;6;%;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORMREL_ENBTOT;C1526730539;NUMBER;12;1;L.E-RAB.AbnormRel.eNBTot.QCI.1;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORMREL_MMETOT;C1526728940;NUMBER;12;1;L.E-RAB.AbnormRel.MMETot;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_NORMREL_QCI_1;C1526726687;NUMBER;12;1;L.E-RAB.NormRel.QCI.1;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORMREL_MME;C1526728292;NUMBER;12;1;L.E-RAB.AbnormRel.MME;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_NORMREL;C1526727547;NUMBER;12;1;L.E-RAB.NormRel;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_ATT_EMC;C1526728217;NUMBER;12;1;L.RRC.ConnReq.Att.Emc;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_ATT_HIGHPRI;C1526728218;NUMBER;12;1;L.RRC.ConnReq.Att.HighPri;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_ATT_MODATA;C1526728221;NUMBER;12;1;L.RRC.ConnReq.Att.MoData;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_ATT_MT;C1526728219;NUMBER;12;1;L.RRC.ConnReq.Att.Mt;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_SUCC_EMC;C1526728222;NUMBER;12;1;L.RRC.ConnReq.Succ.Emc;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_SUCC_HIGHPRI;C1526728223;NUMBER;12;1;L.RRC.ConnReq.Succ.HighPri;6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_CONNREQ_SUCC_MODATA;C1526728226;NUMBER;12;1;L.RRC.ConnReq.Succ.MoData;6;NULL;SUM;SUM
CELLSTS_4G;DL_CHMEAS_PRB;C1526726740;NUMBER;12;1;L.ChMeas.PRB.DL.Used.Avg;6;%;AVG;AVG
CELLSTS_4G;UL_CHMEAS_PRB;C1526726737;NUMBER;12;1;L.ChMeas.PRB.UL.Used.Avg;6;%;AVG;AVG
CELLSTS_4G;PUCCH_CHMEAS_PRB;C1526727483;NUMBER;12;1;L.ChMeas.PRB.PUCCH.Avg;6;%;AVG;AVG
CELLSTS_4G;VOLTE_TRAFFIC;C1526735162;NUMBER;NULL;1;L.E-RAB.SessionTime.HighPrecision.QCI1;6;NULL;SUM;SUM
CELLSTS_4G;VOLTE_ACC_NUM;C1526726669;NUMBER;12;1;L.E-RAB.SuccEst.QCI.1;6;NULL;SUM;SUM
CELLSTS_4G;VOLTE_ACC_DEN;C1526726668-NVL(C1526739741,0);NUMBER;12;1;L.E-RAB.AttEst.QCI.1-L.E-RAB.FailEst.X2AP.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_OTHER_VOIP;C1526732927;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.Other.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_NO_REPLY_VOIP;C1526729957;NUMBER;NULL;1;L.E-RAB.FailEst.NoReply.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_SEC_MODE_VOIP;C1526729962;NUMBER;NULL;1;L.E-RAB.FailEst.SecurModeFail.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_DL_SATIS_VOIP;C1526729968;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.DLSatis.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_DL_SATIS_QCI3;C1526736695;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.DLSatis.QCI3;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_UL_SATIS_QCI2;C1526736697;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULSatis.QCI2;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_UL_SATIS_QCI3;C1526736698;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULSatis.QCI3;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_UL_SATIS_QCI4;C1526736699;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULSatis.QCI4;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_DE_SAT;C1526729955;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.DLSatis;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_UL_SAT;C1526729956;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.ULSatis;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL_NORM_REL;C1526730830;NUMBER;NULL;1;L.E-RAB.FailEst.RNL.eNodeB.NormRel;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_PUCCH;C1526729546;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.PUCCH;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_OTHER;C1526732928;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.Other;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_DL_RES;C1526729951;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.DLRes;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_UL_RES;C1526729952;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.ULRes;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_VOIP;C1526729961;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_OTHER_VOIP;C1526732923;NUMBER;NULL;1;L.E-RAB.FailEst.Other.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO_SRS;C1526729545;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes.SRS;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_SRB_RESET;C1526729950;NUMBER;NULL;1;L.E-RAB.FailEst.SRBReset;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_X2AP_VOIP;C1526739741;NUMBER;12;1;L.E-RAB.FailEst.X2AP.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL_OTHER;C1526732924;NUMBER;NULL;1;L.E-RAB.FailEst.RNL.Other;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_OTHER;C1526732926;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.Other;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_NO_REPLY;C1526726717;NUMBER;NULL;1;L.E-RAB.FailEst.NoReply;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_SEC_MODE;C1526728280;NUMBER;NULL;1;L.E-RAB.FailEst.SecurModeFail;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_MME_VOIP;C1526729958;NUMBER;NULL;1;L.E-RAB.FailEst.MME.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL_VOIP;C1526729959;NUMBER;NULL;1;L.E-RAB.FailEst.TNL.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL_VOIP;C1526729960;NUMBER;NULL;1;L.E-RAB.FailEst.RNL.VoIP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RADIO;C1526728279;NUMBER;NULL;1;L.E-RAB.FailEst.NoRadioRes;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_OTHER;C1526732922;NUMBER;NULL;1;L.E-RAB.FailEst.Other;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_X2AP;C1526739740;NUMBER;NULL;1;L.E-RAB.FailEst.X2AP;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_MME;C1526728276;NUMBER;NULL;1;L.E-RAB.FailEst.MME;6;%;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_TNL;C1526728277;NUMBER;NULL;1;L.E-RAB.FailEst.TNL;6;%;SUM;SUM
CELLSTS_4G;L_RAB_ATT_EST_QCI_5;C1526726676;NUMBER;12;1;L.E-RAB.AttEst.QCI.5;6;NULL;SUM;SUM
CELLSTS_4G;L_RAB_ATT_EST_QCI_9;C1526726684;NUMBER;12;1;L.E-RAB.AttEst.QCI.9;6;NULL;SUM;SUM
CELLSTS_4G;RAB_FAIL_EST_RNL;C1526728278;NUMBER;NULL;1;L.E-RAB.FailEst.RNL;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX0;C1526728956;NUMBER;12;1;L.RA.TA.UE.Index0;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX1;C1526728957;NUMBER;12;1;L.RA.TA.UE.Index1;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX2;C1526728958;NUMBER;12;1;L.RA.TA.UE.Index2;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX3;C1526728959;NUMBER;12;1;L.RA.TA.UE.Index3;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX4;C1526728960;NUMBER;12;1;L.RA.TA.UE.Index4;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX5;C1526728961;NUMBER;12;1;L.RA.TA.UE.Index5;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX6;C1526728962;NUMBER;12;1;L.RA.TA.UE.Index6;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX7;C1526728963;NUMBER;12;1;L.RA.TA.UE.Index7;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX8;C1526728964;NUMBER;12;1;L.RA.TA.UE.Index8;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX9;C1526728965;NUMBER;12;1;L.RA.TA.UE.Index9;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX10;C1526728966;NUMBER;12;1;L.RA.TA.UE.Index10;6;%;SUM;SUM
CELLSTS_4G;L_RA_TA_UE_INDEX11;C1526728967;NUMBER;12;1;L.RA.TA.UE.Index11;6;%;SUM;SUM
CELLSTS_4G;LE_RAB_ABNORMREL_MMETOT_VOIP;C1526729916;NUMBER;NULL;1;L.E-RAB.AbnormRel.MMETot.VoIP;6;%;SUM;SUM
CELLSTS_4G;ILCE_ID;ILCE_ID;NUMBER;12;1;NULL;6;NULL;NULL;NULL
CELLSTS_4G;INTRA_INTER_FRQ_EXEC_ATT_OUT;C1526726999;NUMBER;12;1;L.HHO.IntraeNB.InterFreq.ExecAttOut;6;%;SUM;SUM
CELLSTS_4G;INTERE_INTER_FRQ_EXEC_ATT_OUT;C1526727005;NUMBER;12;1;L.HHO.IntereNB.InterFreq.ExecAttOut;6;%;SUM;SUM
CELLSTS_4G;L_UL_INTERFERENCE_AVG;CASE WHEN C1526728298 = 0 THEN NULL ELSE C1526728298 END;NUMBER;12;1;L.UL.Interference.Avg;6;NULL;AVG;AVG
CELLSTS_4G;DL_ACTIVE_USERS;C1526728969;NUMBER;12;1;L.Traffic.ActiveUser.DL.Avg;6;NULL;SUM;AVG
CELLSTS_4G;INTERENB_INTRAFREQ_EXEC_SUC_O;C1526727003;NUMBER;12;1;L.HHO.IntereNB.IntraFreq.ExecSuccOut;6;NULL;SUM;SUM
CELLSTS_4G;INTRAENB_INTRAFREQ_EXEC_SUC_O;C1526726997;NUMBER;12;1;L.HHO.IntraeNB.IntraFreq.ExecSuccOut;6;NULL;SUM;SUM
CELLSTS_4G;INTERENB_INTERFREQ_EXEC_SUC_O;C1526727006;NUMBER;12;1;L.HHO.IntereNB.InterFreq.ExecSuccOut;6;NULL;SUM;SUM
CELLSTS_4G;INTRAENB_INTERFREQ_EXEC_SUC_O;C1526727000;NUMBER;12;1;L.HHO.IntraeNB.InterFreq.ExecSuccOut;6;NULL;SUM;SUM
CELLSTS_4G;INTERENB_INTRAFREQ_EXEC_ATT_O;C1526727002;NUMBER;12;1;L.HHO.IntereNB.IntraFreq.ExecAttOut;6;NULL;SUM;SUM
CELLSTS_4G;INTRAENB_INTRAFREQ_EXEC_ATT_O;C1526726996;NUMBER;12;1;L.HHO.IntraeNB.IntraFreq.ExecAttOut;6;NULL;SUM;SUM
CELLSTS_4G;HANDOVER_CALL_RATIO;C1526728401+C1526728404+C1526729491;NUMBER;12;1;L.IRATHO.SRVCC.E2W.ExecAttOut+L.IRATHO.SRVCC.E2G.ExecAttOut+L.RRCRedirection.E2W.Coverage;6;%;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME;C1526728259+C1526728261;NUMBER;12;1;L.Thrp.bits.UL+L.Thrp.bits.DL;6;%;SUM;SUM
CELLSTS_4G;L_THRP_BITS_DL_QCI;"C1526726803+C1526726806+C1526726809+C1526726812+C1526726815+C1526726818+C1526726821+C1526726824+C1526726827
";NUMBER;12;1;L.Thrp.bits.DL.QCI.1+L.Thrp.bits.DL.QCI.2+L.Thrp.bits.DL.QCI.3+L.Thrp.bits.DL.QCI.4+L.Thrp.bits.DL.QCI.5+L.Thrp.bits.DL.QCI.6+L.Thrp.bits.DL.QCI.7+L.Thrp.bits.DL.QCI.8+L.Thrp.bits.DL.QCI.9;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_1;C1526726803+C1526726776;NUMBER;12;1;L.Thrp.bits.DL.QCI.1+L.Thrp.bits.UL.QCI.1;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_2;C1526726806+C1526726779;NUMBER;12;1;L.Thrp.bits.DL.QCI.2+L.Thrp.bits.UL.QCI.2;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_3;C1526726809+C1526726782;NUMBER;12;1;L.Thrp.bits.DL.QCI.3+L.Thrp.bits.UL.QCI.3;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_4;C1526726812+C1526726785;NUMBER;12;1;L.Thrp.bits.DL.QCI.4+L.Thrp.bits.UL.QCI.4;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_5;C1526726815+C1526726788;NUMBER;12;1;L.Thrp.bits.DL.QCI.5+L.Thrp.bits.UL.QCI.5;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_6;C1526726818+C1526726791;NUMBER;12;1;L.Thrp.bits.DL.QCI.6+L.Thrp.bits.UL.QCI.6;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_7;C1526726821+C1526726794;NUMBER;12;1;L.Thrp.bits.DL.QCI.7+L.Thrp.bits.UL.QCI.7;6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_8;C1526726824+C1526726797;NUMBER;12;1;L.Thrp.bits.DL.QCI.8+L.Thrp.bits.UL.QCI.8;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_TIME_DL_QCI;"C1526726804+C1526726807+C1526726810+C1526726813+C1526726816+C1526726819+C1526726822+C1526726825+C1526726828
";NUMBER;12;1;"L.Thrp.Time.DL.QCI.1+L_THRP_TIME_DL_QCI_2+L_THRP_TIME_DL_QCI_3+L_THRP_TIME_DL_QCI_4+L_THRP_TIME_DL_QCI_5+L_THRP_TIME_DL_QCI_6+L_THRP_TIME_DL_QCI_7+L_THRP_TIME_DL_QCI_8+L_THRP_TIME_DL_QCI_9
";6;NULL;SUM;SUM
CELLSTS_4G;TRAFFIC_VOLUME_QCI_9;C1526726827+C1526726800;NUMBER;12;1;L.Thrp.bits.DL.QCI.9+L.Thrp.bits.UL.QCI.9;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_TIME_DL;C1526728262;NUMBER;12;1;L.Thrp.Time.DL;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_TIME_UL;C1526728260;NUMBER;12;1;L.Thrp.Time.UL;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_BITS_UL_QCI;"C1526726776+C1526726779+C1526726782+C1526726785+C1526726788+C1526726791+C1526726794+C1526726797+C1526726800
";NUMBER;12;1;"L.Thrp.bits.UL.QCI.1+L.Thrp.bits.UL.QCI.2+L.Thrp.bits.UL.QCI.3+L.Thrp.bits.UL.QCI.4+L.Thrp.bits.UL.QCI.5+L.Thrp.bits.UL.QCI.6+L.Thrp.bits.UL.QCI.7+L.Thrp.bits.UL.QCI.8+L.Thrp.bits.UL.QCI.9
";6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_TIME_UL_QCI;"C1526726777+C1526726780+C1526726783+C1526726786+C1526726789+C1526726792+C1526726795+C1526726798+C1526726801
";NUMBER;12;1;"L.Thrp.Time.UL.QCI.1
+L.Thrp.Time.UL.QCI.2
+L.Thrp.Time.UL.QCI.3
+L.Thrp.Time.UL.QCI.4
+L.Thrp.Time.UL.QCI.5
+L.Thrp.Time.UL.QCI.6
+L.Thrp.Time.UL.QCI.7
+L.Thrp.Time.UL.QCI.8
+L.Thrp.Time.UL.QCI.9
";6;NULL;SUM;SUM
CELLSTS_4G;L_RRC_REDIRECT_E2W_COVERAGE;C1526729491;NUMBER;12;1;L.RRCRedirection.E2W.Coverage;6;%;SUM;SUM
CELLSTS_4G;L_CELL_UNAVAIL_DUR_MANUAL;C1526727210;NUMBER;12;1;L.Cell.Unavail.Dur.Manual;6;NULL;SUM;SUM
CELLSTS_4G;CELL_UNAVAIL_DUR_ENERGYSAVING;C1526728493;NUMBER;12;1;L.Cell.Unavail.Dur.EnergySaving;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_BITS_UL_LAST_TTI;C1526729049;NUMBER;12;1;L.Thrp.bits.UE.UL.LastTTI;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_TIME_UL_RMVLAST_TTI;C1526729050;NUMBER;12;1;L.Thrp.Time.UE.UL.RmvLastTTI;6;NULL;SUM;SUM
CELLSTS_4G;REC_CNT;1;NUMBER;12;1;NULL;6;NULL;SUM;MAX
CELLSTS_4G;LE_RAB_ABN_MME_EUTRANGEN_VOIP;C1526729920;NUMBER;12;1;L.E-RAB.AbnormRel.MME.EutranGen.VOIP;6;NULL;SUM;SUM
CELLSTS_4G;LTE_TOTAL_USER;C1526727382+C1526727384+C1526727378;NUMBER;12;1;NULL;6;NULL;SUM;SUM
CELLSTS_4G;MAHALLE_ID;MAHALLE_ID;NUMBER;12;1;NULL;6;NULL;NULL;NULL
CELLSTS_4G;LE_RAB_ABNMREL_RDSRBRS_VOIP;C1526729917;NUMBER;12;1;L.E-RAB.AbnormRel.Radio.SRBReset.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_RDNORP_VOIP;C1526729918;NUMBER;12;1;L.E-RAB.AbnormRel.Radio.NoReply.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_RDULSYFL_VOIP;C1526729919;NUMBER;12;1;L.E-RAB.AbnormRel.Radio.ULSyncFail.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_MME_EUTR_VOIP;C1526729920;NUMBER;12;1;L.E-RAB.AbnormRel.MME.EUtranGen.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_RADIO_VOIP;C1526729921;NUMBER;12;1;L.E-RAB.AbnormRel.Radio.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_HOFL_VOIP;C1526729922;NUMBER;12;1;L.E-RAB.AbnormRel.HOFailure.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_CONG_VOIP;C1526729923;NUMBER;12;1;L.E-RAB.AbnormRel.Cong.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_TNL_VOIP;C1526729925;NUMBER;12;1;L.E-RAB.AbnormRel.TNL.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_TNL_PREMP_VP;C1526729928;NUMBER;12;1;L.E-RAB.AbnormRel.TNL.PreEmp.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;LE_RAB_ABNMREL_TNL_LOAD_VOIP;C1526729929;NUMBER;12;1;L.E-RAB.AbnormRel.TNL.Load.VoIP;6;NULL;SUM;SUM
CELLSTS_4G;L_TRAFFIC_BITS_UL_PCELL;C1526733017;NUMBER;12;1;L.CA.Traffic.bits.UL.PCell;6;NULL;SUM;SUM
CELLSTS_4G;L_TRAFFIC_BITS_UL_SCELL;C1526733018;NUMBER;12;1;L.CA.Traffic.bits.UL.SCell;6;NULL;SUM;SUM
CELLSTS_4G;EXCELLENT_MCS_RATIO_NUM;C1526727461+C1526727462+C1526727463+C1526727464+C1526727465+C1526727466+C1526727467+C1526727468+C1526727469+C1526727470+C1526727471+C1526727472;NUMBER;12;1;L.ChMeas.PDSCH.MCS.17+L.ChMeas.PDSCH.MCS.18+L.ChMeas.PDSCH.MCS.19+L.ChMeas.PDSCH.MCS.20+L.ChMeas.PDSCH.MCS.21+L.ChMeas.PDSCH.MCS.22+L.ChMeas.PDSCH.MCS.23+L.ChMeas.PDSCH.MCS.24+L.ChMeas.PDSCH.MCS.25+L.ChMeas.PDSCH.MCS.26+L.ChMeas.PDSCH.MCS.27+L.ChMeas.PDSCH.MCS.28;6;NULL;SUM;SUM
CELLSTS_4G;L_THRP_BITS_DL_LAST_TTI;C1526729005;NUMBER;12;1;NULL;6;NULL;SUM;SUM
CELLSTS_4G;BAD_CQI_RATIO_NUM;C1526727396+C1526727397+C1526727398+C1526727399+C1526727400+C1526727401+C1526727402;NUMBER;12;1;L.ChMeas.CQI.DL.0+L.ChMeas.CQI.DL.1+L.ChMeas.CQI.DL.2+L.ChMeas.CQI.DL.3+L.ChMeas.CQI.DL.4+L.ChMeas.CQI.DL.5+L.ChMeas.CQI.DL.6;6;NULL;SUM;SUM
